date,product,revenue_mil_vnd,cost_mil_vnd,profit_mil_vnd
2025-07-26,Equity Brokerage,1303.3,559.3,744.1
2025-07-26,Margin Lending,961.7,418.0,543.8
2025-07-26,Derivatives,383.4,168.2,215.2
2025-07-26,Advisory,244.0,137.0,107.0
2025-07-26,Bond/Fund Distribution,105.9,51.3,54.7
2025-07-27,Equity Brokerage,1181.7,407.8,773.9
2025-07-27,Margin Lending,1008.8,406.2,602.6
2025-07-27,Derivatives,367.0,206.5,160.4
2025-07-27,Advisory,197.2,83.5,113.7
2025-07-27,Bond/Fund Distribution,187.2,110.2,77.0
2025-07-28,Equity Brokerage,1184.9,496.4,688.5
2025-07-28,Margin Lending,1062.1,555.0,507.1
2025-07-28,Derivatives,427.7,234.9,192.8
2025-07-28,Advisory,37.6,13.5,24.1
2025-07-28,Bond/Fund Distribution,284.3,172.0,112.3
2025-07-29,Equity Brokerage,1321.6,386.9,934.7
2025-07-29,Margin Lending,979.6,502.1,477.5
2025-07-29,Derivatives,329.8,160.5,169.3
2025-07-29,Advisory,214.8,112.7,102.1
2025-07-29,Bond/Fund Distribution,275.5,153.7,121.7
2025-07-30,Equity Brokerage,1154.5,581.4,573.2
2025-07-30,Margin Lending,1072.1,413.9,658.2
2025-07-30,Derivatives,358.8,102.5,256.3
2025-07-30,Advisory,99.7,31.1,68.6
2025-07-30,Bond/Fund Distribution,265.7,85.7,180.0
2025-07-31,Equity Brokerage,1285.6,537.6,748.0
2025-07-31,Margin Lending,854.3,430.5,423.8
2025-07-31,Derivatives,449.2,259.1,190.1
2025-07-31,Advisory,166.7,78.6,88.0
2025-07-31,Bond/Fund Distribution,307.9,136.1,171.8
2025-08-01,Equity Brokerage,1110.6,571.8,538.8
2025-08-01,Margin Lending,1027.7,424.9,602.7
2025-08-01,Derivatives,399.5,176.1,223.4
2025-08-01,Advisory,100.9,39.2,61.8
2025-08-01,Bond/Fund Distribution,158.0,86.8,71.2
2025-08-02,Equity Brokerage,1086.4,624.5,461.9
2025-08-02,Margin Lending,847.3,348.2,499.1
2025-08-02,Derivatives,479.3,294.2,185.0
2025-08-02,Advisory,146.9,74.4,72.4
2025-08-02,Bond/Fund Distribution,388.4,210.8,177.6
2025-08-03,Equity Brokerage,1193.2,669.1,524.1
2025-08-03,Margin Lending,844.8,403.7,441.1
2025-08-03,Derivatives,376.9,176.3,200.7
2025-08-03,Advisory,86.0,46.5,39.5
2025-08-03,Bond/Fund Distribution,310.6,147.6,163.0
2025-08-04,Equity Brokerage,1240.5,356.8,883.7
2025-08-04,Margin Lending,1109.6,360.5,749.1
2025-08-04,Derivatives,247.5,105.9,141.6
2025-08-04,Advisory,54.0,24.7,29.2
2025-08-04,Bond/Fund Distribution,233.0,106.3,126.8
2025-08-05,Equity Brokerage,1157.7,518.0,639.7
2025-08-05,Margin Lending,981.6,416.5,565.1
2025-08-05,Derivatives,486.7,185.0,301.7
2025-08-05,Advisory,113.2,49.0,64.3
2025-08-05,Bond/Fund Distribution,294.7,121.5,173.2
2025-08-06,Equity Brokerage,1042.6,470.6,572.1
2025-08-06,Margin Lending,895.2,459.1,436.1
2025-08-06,Derivatives,185.8,62.0,123.8
2025-08-06,Advisory,255.8,139.4,116.4
2025-08-06,Bond/Fund Distribution,306.0,186.1,120.0
2025-08-07,Equity Brokerage,1306.5,740.0,566.5
2025-08-07,Margin Lending,941.0,521.1,419.9
2025-08-07,Derivatives,249.2,143.6,105.6
2025-08-07,Advisory,148.7,82.6,66.1
2025-08-07,Bond/Fund Distribution,178.5,77.4,101.0
2025-08-08,Equity Brokerage,1209.4,634.0,575.4
2025-08-08,Margin Lending,1034.6,366.4,668.2
2025-08-08,Derivatives,445.5,216.4,229.1
2025-08-08,Advisory,186.5,65.8,120.6
2025-08-08,Bond/Fund Distribution,299.2,134.9,164.2
2025-08-09,Equity Brokerage,1294.3,541.1,753.1
2025-08-09,Margin Lending,1031.2,366.9,664.3
2025-08-09,Derivatives,362.1,124.6,237.5
2025-08-09,Advisory,153.9,54.4,99.5
2025-08-09,Bond/Fund Distribution,305.0,186.2,118.8
2025-08-10,Equity Brokerage,1139.4,554.0,585.4
2025-08-10,Margin Lending,1064.8,631.7,433.1
2025-08-10,Derivatives,457.4,187.4,270.0
2025-08-10,Advisory,175.8,85.5,90.3
2025-08-10,Bond/Fund Distribution,325.5,91.9,233.6
2025-08-11,Equity Brokerage,1166.9,616.2,550.7
2025-08-11,Margin Lending,879.4,327.9,551.5
2025-08-11,Derivatives,441.2,129.4,311.8
2025-08-11,Advisory,185.0,68.5,116.5
2025-08-11,Bond/Fund Distribution,294.0,150.3,143.6
2025-08-12,Equity Brokerage,1083.5,592.8,490.7
2025-08-12,Margin Lending,1006.3,518.4,488.0
2025-08-12,Derivatives,385.8,154.5,231.2
2025-08-12,Advisory,223.2,81.1,142.1
2025-08-12,Bond/Fund Distribution,318.1,177.8,140.3
2025-08-13,Equity Brokerage,970.9,488.7,482.2
2025-08-13,Margin Lending,817.5,346.4,471.1
2025-08-13,Derivatives,517.8,312.7,205.0
2025-08-13,Advisory,199.9,79.5,120.4
2025-08-13,Bond/Fund Distribution,64.7,25.0,39.7
2025-08-14,Equity Brokerage,1099.2,508.2,591.0
2025-08-14,Margin Lending,871.7,503.2,368.6
2025-08-14,Derivatives,541.3,238.9,302.4
2025-08-14,Advisory,253.3,130.9,122.4
2025-08-14,Bond/Fund Distribution,144.9,79.8,65.0
2025-08-15,Equity Brokerage,1353.7,470.1,883.6
2025-08-15,Margin Lending,1051.9,497.9,554.0
2025-08-15,Derivatives,339.9,150.8,189.1
2025-08-15,Advisory,196.9,56.2,140.7
2025-08-15,Bond/Fund Distribution,182.9,53.2,129.7
2025-08-16,Equity Brokerage,1149.0,413.6,735.4
2025-08-16,Margin Lending,815.6,493.7,321.9
2025-08-16,Derivatives,293.3,173.4,120.0
2025-08-16,Advisory,203.3,119.1,84.2
2025-08-16,Bond/Fund Distribution,320.0,122.3,197.7
2025-08-17,Equity Brokerage,1236.0,391.6,844.4
2025-08-17,Margin Lending,832.7,395.7,437.0
2025-08-17,Derivatives,396.0,155.8,240.2
2025-08-17,Advisory,180.2,102.7,77.5
2025-08-17,Bond/Fund Distribution,250.7,91.4,159.4
2025-08-18,Equity Brokerage,1276.3,513.2,763.1
2025-08-18,Margin Lending,983.2,482.0,501.2
2025-08-18,Derivatives,261.8,118.6,143.2
2025-08-18,Advisory,80.6,28.3,52.3
2025-08-18,Bond/Fund Distribution,224.1,97.9,126.1
2025-08-19,Equity Brokerage,1229.6,438.1,791.5
2025-08-19,Margin Lending,983.4,295.8,687.6
2025-08-19,Derivatives,388.1,203.4,184.7
2025-08-19,Advisory,265.3,102.7,162.6
2025-08-19,Bond/Fund Distribution,312.0,132.5,179.5
2025-08-20,Equity Brokerage,1263.0,419.8,843.2
2025-08-20,Margin Lending,1026.4,439.3,587.1
2025-08-20,Derivatives,292.1,146.4,145.7
2025-08-20,Advisory,137.7,68.4,69.3
2025-08-20,Bond/Fund Distribution,243.7,70.4,173.3
2025-08-21,Equity Brokerage,1312.0,658.8,653.2
2025-08-21,Margin Lending,876.3,371.1,505.2
2025-08-21,Derivatives,467.7,195.9,271.8
2025-08-21,Advisory,349.6,113.3,236.3
2025-08-21,Bond/Fund Distribution,333.4,112.2,221.1
2025-08-22,Equity Brokerage,1072.9,434.5,638.4
2025-08-22,Margin Lending,956.6,554.9,401.7
2025-08-22,Derivatives,346.9,204.0,142.9
2025-08-22,Advisory,112.1,48.4,63.7
2025-08-22,Bond/Fund Distribution,439.7,141.1,298.5
2025-08-23,Equity Brokerage,1126.0,427.7,698.4
2025-08-23,Margin Lending,1152.4,402.0,750.4
2025-08-23,Derivatives,507.0,311.3,195.7
2025-08-23,Advisory,236.2,85.1,151.1
2025-08-23,Bond/Fund Distribution,422.9,225.6,197.3
2025-08-24,Equity Brokerage,1160.4,416.7,743.7
2025-08-24,Margin Lending,897.6,449.4,448.3
2025-08-24,Derivatives,466.5,266.5,200.0
2025-08-24,Advisory,73.1,45.0,28.1
2025-08-24,Bond/Fund Distribution,271.5,136.1,135.4
2025-08-25,Equity Brokerage,1286.0,490.6,795.4
2025-08-25,Margin Lending,921.6,321.9,599.7
2025-08-25,Derivatives,303.0,183.5,119.4
2025-08-25,Advisory,312.7,177.1,135.6
2025-08-25,Bond/Fund Distribution,216.0,63.6,152.4
2025-08-26,Equity Brokerage,1168.6,585.1,583.5
2025-08-26,Margin Lending,1029.0,480.1,549.0
2025-08-26,Derivatives,233.8,141.5,92.3
2025-08-26,Advisory,155.0,52.8,102.1
2025-08-26,Bond/Fund Distribution,300.8,106.1,194.7
2025-08-27,Equity Brokerage,1114.2,486.6,627.6
2025-08-27,Margin Lending,983.2,511.8,471.5
2025-08-27,Derivatives,413.6,163.5,250.2
2025-08-27,Advisory,207.1,91.0,116.1
2025-08-27,Bond/Fund Distribution,301.8,128.8,173.0
2025-08-28,Equity Brokerage,1215.3,716.1,499.2
2025-08-28,Margin Lending,1025.5,468.5,557.0
2025-08-28,Derivatives,236.9,113.7,123.2
2025-08-28,Advisory,123.4,57.9,65.4
2025-08-28,Bond/Fund Distribution,251.1,72.0,179.1
2025-08-29,Equity Brokerage,1126.4,629.6,496.8
2025-08-29,Margin Lending,1120.2,678.8,441.3
2025-08-29,Derivatives,418.1,219.8,198.3
2025-08-29,Advisory,115.7,61.4,54.3
2025-08-29,Bond/Fund Distribution,272.2,127.6,144.6
2025-08-30,Equity Brokerage,1144.1,550.3,593.9
2025-08-30,Margin Lending,1004.3,598.7,405.6
2025-08-30,Derivatives,223.7,107.0,116.7
2025-08-30,Advisory,20.0,10.0,10.0
2025-08-30,Bond/Fund Distribution,380.9,200.3,180.6
2025-08-31,Equity Brokerage,1194.6,506.9,687.7
2025-08-31,Margin Lending,916.1,467.9,448.2
2025-08-31,Derivatives,474.9,197.6,277.3
2025-08-31,Advisory,94.2,30.4,63.7
2025-08-31,Bond/Fund Distribution,335.8,136.6,199.3
2025-09-01,Equity Brokerage,1250.1,545.6,704.5
2025-09-01,Margin Lending,942.0,407.3,534.7
2025-09-01,Derivatives,382.6,111.7,270.8
2025-09-01,Advisory,73.9,26.2,47.7
2025-09-01,Bond/Fund Distribution,252.3,106.3,146.0
2025-09-02,Equity Brokerage,1122.0,417.5,704.5
2025-09-02,Margin Lending,1150.2,345.3,804.9
2025-09-02,Derivatives,207.9,96.9,111.0
2025-09-02,Advisory,241.5,87.7,153.8
2025-09-02,Bond/Fund Distribution,281.6,90.1,191.4
2025-09-03,Equity Brokerage,1171.3,708.3,463.0
2025-09-03,Margin Lending,1005.5,445.8,559.8
2025-09-03,Derivatives,461.2,203.1,258.1
2025-09-03,Advisory,100.4,43.3,57.1
2025-09-03,Bond/Fund Distribution,313.8,145.4,168.4
2025-09-04,Equity Brokerage,1309.0,797.8,511.3
2025-09-04,Margin Lending,830.4,328.4,502.0
2025-09-04,Derivatives,351.8,215.1,136.7
2025-09-04,Advisory,151.0,70.5,80.6
2025-09-04,Bond/Fund Distribution,195.1,119.5,75.6
2025-09-05,Equity Brokerage,1126.5,659.7,466.7
2025-09-05,Margin Lending,893.7,343.8,549.9
2025-09-05,Derivatives,387.7,217.9,169.8
2025-09-05,Advisory,186.6,107.7,78.9
2025-09-05,Bond/Fund Distribution,238.8,119.6,119.2
2025-09-06,Equity Brokerage,1021.1,499.5,521.6
2025-09-06,Margin Lending,1054.6,581.8,472.7
2025-09-06,Derivatives,392.2,161.1,231.1
2025-09-06,Advisory,154.7,55.8,98.9
2025-09-06,Bond/Fund Distribution,161.2,65.6,95.6
2025-09-07,Equity Brokerage,1242.6,488.5,754.1
2025-09-07,Margin Lending,843.0,510.5,332.4
2025-09-07,Derivatives,293.2,137.3,155.8
2025-09-07,Advisory,187.3,108.5,78.8
2025-09-07,Bond/Fund Distribution,287.7,164.9,122.7
2025-09-08,Equity Brokerage,1265.3,365.7,899.6
2025-09-08,Margin Lending,1011.4,431.4,580.0
2025-09-08,Derivatives,179.8,111.3,68.5
2025-09-08,Advisory,68.4,34.8,33.6
2025-09-08,Bond/Fund Distribution,67.8,32.3,35.5
2025-09-09,Equity Brokerage,1209.8,347.6,862.2
2025-09-09,Margin Lending,796.1,230.0,566.1
2025-09-09,Derivatives,305.6,111.0,194.6
2025-09-09,Advisory,244.9,113.4,131.5
2025-09-09,Bond/Fund Distribution,117.8,37.4,80.5
2025-09-10,Equity Brokerage,1301.2,436.7,864.5
2025-09-10,Margin Lending,1061.6,599.1,462.5
2025-09-10,Derivatives,424.9,122.2,302.6
2025-09-10,Advisory,113.1,49.4,63.7
2025-09-10,Bond/Fund Distribution,326.0,164.7,161.2
2025-09-11,Equity Brokerage,1028.0,342.2,685.8
2025-09-11,Margin Lending,1002.7,414.8,587.9
2025-09-11,Derivatives,373.3,206.8,166.6
2025-09-11,Advisory,119.9,71.9,48.0
2025-09-11,Bond/Fund Distribution,183.6,103.7,79.9
2025-09-12,Equity Brokerage,1187.6,362.2,825.4
2025-09-12,Margin Lending,1063.5,575.4,488.1
2025-09-12,Derivatives,474.3,269.9,204.3
2025-09-12,Advisory,210.5,121.3,89.2
2025-09-12,Bond/Fund Distribution,230.4,80.1,150.3
2025-09-13,Equity Brokerage,1188.3,389.2,799.1
2025-09-13,Margin Lending,857.4,529.2,328.2
2025-09-13,Derivatives,424.5,193.7,230.8
2025-09-13,Advisory,176.9,89.0,87.9
2025-09-13,Bond/Fund Distribution,232.9,125.9,107.0
2025-09-14,Equity Brokerage,1276.6,492.0,784.6
2025-09-14,Margin Lending,885.5,366.5,519.0
2025-09-14,Derivatives,530.6,323.2,207.4
2025-09-14,Advisory,20.0,10.0,10.0
2025-09-14,Bond/Fund Distribution,181.5,64.8,116.7
2025-09-15,Equity Brokerage,1199.7,394.8,805.0
2025-09-15,Margin Lending,1040.9,368.6,672.3
2025-09-15,Derivatives,455.7,163.2,292.6
2025-09-15,Advisory,81.8,24.7,57.2
2025-09-15,Bond/Fund Distribution,331.3,154.3,177.0
2025-09-16,Equity Brokerage,1347.3,672.2,675.0
2025-09-16,Margin Lending,863.3,476.1,387.2
2025-09-16,Derivatives,423.8,241.1,182.7
2025-09-16,Advisory,206.7,93.4,113.4
2025-09-16,Bond/Fund Distribution,230.2,138.6,91.5
2025-09-17,Equity Brokerage,1302.3,634.0,668.3
2025-09-17,Margin Lending,1009.5,491.7,517.8
2025-09-17,Derivatives,622.1,379.0,243.2
2025-09-17,Advisory,41.9,18.8,23.1
2025-09-17,Bond/Fund Distribution,305.8,154.4,151.4
2025-09-18,Equity Brokerage,1154.1,601.6,552.5
2025-09-18,Margin Lending,812.0,486.2,325.8
2025-09-18,Derivatives,400.2,161.5,238.7
2025-09-18,Advisory,86.7,49.8,36.9
2025-09-18,Bond/Fund Distribution,240.1,115.3,124.7
2025-09-19,Equity Brokerage,1217.2,652.7,564.4
2025-09-19,Margin Lending,967.3,329.1,638.2
2025-09-19,Derivatives,414.0,133.6,280.5
2025-09-19,Advisory,117.3,35.6,81.7
2025-09-19,Bond/Fund Distribution,243.2,132.2,111.0
2025-09-20,Equity Brokerage,1182.9,642.5,540.3
2025-09-20,Margin Lending,1002.6,310.2,692.4
2025-09-20,Derivatives,498.3,191.5,306.8
2025-09-20,Advisory,198.8,70.1,128.7
2025-09-20,Bond/Fund Distribution,259.3,102.2,157.1
2025-09-21,Equity Brokerage,1131.2,671.9,459.3
2025-09-21,Margin Lending,944.7,472.9,471.8
2025-09-21,Derivatives,377.9,175.6,202.3
2025-09-21,Advisory,154.1,60.4,93.7
2025-09-21,Bond/Fund Distribution,299.4,130.7,168.7
2025-09-22,Equity Brokerage,1088.4,418.9,669.5
2025-09-22,Margin Lending,1041.2,474.1,567.1
2025-09-22,Derivatives,325.3,177.6,147.7
2025-09-22,Advisory,208.1,63.2,145.0
2025-09-22,Bond/Fund Distribution,356.5,167.1,189.4
2025-09-23,Equity Brokerage,1136.4,405.4,731.0
2025-09-23,Margin Lending,957.6,478.6,478.9
2025-09-23,Derivatives,381.2,231.0,150.1
2025-09-23,Advisory,221.5,112.5,109.1
2025-09-23,Bond/Fund Distribution,178.3,53.9,124.4
2025-09-24,Equity Brokerage,1104.6,594.2,510.4
2025-09-24,Margin Lending,813.7,491.6,322.1
2025-09-24,Derivatives,319.0,174.8,144.2
2025-09-24,Advisory,269.9,120.6,149.3
2025-09-24,Bond/Fund Distribution,205.5,90.5,115.0
2025-09-25,Equity Brokerage,1176.7,619.0,557.7
2025-09-25,Margin Lending,1014.6,292.7,721.9
2025-09-25,Derivatives,281.3,133.7,147.6
2025-09-25,Advisory,195.8,76.7,119.1
2025-09-25,Bond/Fund Distribution,231.1,120.2,110.9
2025-09-26,Equity Brokerage,1164.8,430.4,734.3
2025-09-26,Margin Lending,1044.2,344.5,699.7
2025-09-26,Derivatives,315.0,90.8,224.2
2025-09-26,Advisory,89.9,34.1,55.8
2025-09-26,Bond/Fund Distribution,238.8,138.0,100.7
2025-09-27,Equity Brokerage,1223.3,657.3,566.0
2025-09-27,Margin Lending,1051.6,371.6,679.9
2025-09-27,Derivatives,360.0,198.7,161.3
2025-09-27,Advisory,160.4,69.0,91.4
2025-09-27,Bond/Fund Distribution,206.7,114.2,92.5
2025-09-28,Equity Brokerage,1202.7,687.3,515.3
2025-09-28,Margin Lending,1066.8,411.4,655.4
2025-09-28,Derivatives,516.1,166.9,349.2
2025-09-28,Advisory,279.0,118.2,160.8
2025-09-28,Bond/Fund Distribution,338.3,137.6,200.7
2025-09-29,Equity Brokerage,1204.8,539.8,665.0
2025-09-29,Margin Lending,853.9,270.2,583.7
2025-09-29,Derivatives,227.7,121.7,106.1
2025-09-29,Advisory,190.6,76.7,113.9
2025-09-29,Bond/Fund Distribution,321.7,172.4,149.2
2025-09-30,Equity Brokerage,1173.9,416.8,757.0
2025-09-30,Margin Lending,1060.9,299.7,761.2
2025-09-30,Derivatives,308.7,178.3,130.4
2025-09-30,Advisory,145.9,41.8,104.1
2025-09-30,Bond/Fund Distribution,283.2,97.0,186.2
2025-10-01,Equity Brokerage,1211.8,418.5,793.2
2025-10-01,Margin Lending,960.8,376.3,584.5
2025-10-01,Derivatives,318.1,175.7,142.3
2025-10-01,Advisory,270.1,124.6,145.5
2025-10-01,Bond/Fund Distribution,310.3,89.4,220.9
2025-10-02,Equity Brokerage,1181.4,440.9,740.5
2025-10-02,Margin Lending,960.2,426.8,533.4
2025-10-02,Derivatives,342.0,129.6,212.4
2025-10-02,Advisory,117.5,38.9,78.6
2025-10-02,Bond/Fund Distribution,225.8,117.6,108.2
2025-10-03,Equity Brokerage,1306.3,536.7,769.6
2025-10-03,Margin Lending,787.5,379.4,408.1
2025-10-03,Derivatives,428.9,198.9,230.0
2025-10-03,Advisory,182.4,53.3,129.1
2025-10-03,Bond/Fund Distribution,155.8,59.9,95.9
2025-10-04,Equity Brokerage,1125.7,430.3,695.4
2025-10-04,Margin Lending,988.1,591.3,396.9
2025-10-04,Derivatives,434.5,195.7,238.8
2025-10-04,Advisory,114.8,61.9,52.9
2025-10-04,Bond/Fund Distribution,137.3,67.4,69.9
2025-10-05,Equity Brokerage,1271.2,553.6,717.6
2025-10-05,Margin Lending,943.8,440.9,502.8
2025-10-05,Derivatives,399.6,207.5,192.1
2025-10-05,Advisory,72.5,42.9,29.6
2025-10-05,Bond/Fund Distribution,281.0,118.7,162.3
2025-10-06,Equity Brokerage,1198.9,464.5,734.5
2025-10-06,Margin Lending,890.8,372.6,518.3
2025-10-06,Derivatives,429.2,222.9,206.2
2025-10-06,Advisory,74.3,31.6,42.7
2025-10-06,Bond/Fund Distribution,282.0,162.9,119.1
2025-10-07,Equity Brokerage,1135.7,484.6,651.2
2025-10-07,Margin Lending,1014.1,415.9,598.3
2025-10-07,Derivatives,389.7,181.9,207.7
2025-10-07,Advisory,139.1,71.1,68.1
2025-10-07,Bond/Fund Distribution,252.9,96.5,156.3
2025-10-08,Equity Brokerage,1220.7,510.2,710.4
2025-10-08,Margin Lending,934.0,497.7,436.3
2025-10-08,Derivatives,396.4,138.0,258.4
2025-10-08,Advisory,78.7,37.0,41.7
2025-10-08,Bond/Fund Distribution,273.6,89.0,184.6
2025-10-09,Equity Brokerage,1200.5,496.7,703.8
2025-10-09,Margin Lending,881.4,276.3,605.1
2025-10-09,Derivatives,492.7,265.8,226.9
2025-10-09,Advisory,160.5,64.1,96.4
2025-10-09,Bond/Fund Distribution,147.5,48.5,99.0
2025-10-10,Equity Brokerage,1055.4,566.5,488.9
2025-10-10,Margin Lending,856.4,312.5,543.8
2025-10-10,Derivatives,327.8,185.2,142.6
2025-10-10,Advisory,140.9,54.5,86.4
2025-10-10,Bond/Fund Distribution,154.5,92.0,62.5
2025-10-11,Equity Brokerage,1133.7,504.3,629.4
2025-10-11,Margin Lending,858.4,393.2,465.2
2025-10-11,Derivatives,382.8,126.6,256.2
2025-10-11,Advisory,198.6,89.5,109.1
2025-10-11,Bond/Fund Distribution,248.5,82.7,165.8
2025-10-12,Equity Brokerage,1224.1,658.0,566.1
2025-10-12,Margin Lending,916.1,420.3,495.8
2025-10-12,Derivatives,180.9,52.3,128.5
2025-10-12,Advisory,216.9,76.8,140.1
2025-10-12,Bond/Fund Distribution,387.8,177.3,210.5
2025-10-13,Equity Brokerage,1208.0,708.5,499.5
2025-10-13,Margin Lending,888.4,435.9,452.6
2025-10-13,Derivatives,311.9,165.8,146.1
2025-10-13,Advisory,92.4,48.8,43.6
2025-10-13,Bond/Fund Distribution,353.0,153.6,199.5
2025-10-14,Equity Brokerage,1213.6,595.3,618.4
2025-10-14,Margin Lending,1091.9,648.9,443.0
2025-10-14,Derivatives,337.3,175.4,161.9
2025-10-14,Advisory,61.7,36.6,25.1
2025-10-14,Bond/Fund Distribution,277.6,145.4,132.2
2025-10-15,Equity Brokerage,1303.0,441.1,862.0
2025-10-15,Margin Lending,876.7,298.8,577.9
2025-10-15,Derivatives,307.0,166.6,140.4
2025-10-15,Advisory,74.9,45.1,29.8
2025-10-15,Bond/Fund Distribution,148.0,88.2,59.8
2025-10-16,Equity Brokerage,1117.7,655.2,462.5
2025-10-16,Margin Lending,895.0,251.0,644.0
2025-10-16,Derivatives,450.5,145.0,305.5
2025-10-16,Advisory,179.0,65.8,113.1
2025-10-16,Bond/Fund Distribution,250.9,89.5,161.4
2025-10-17,Equity Brokerage,1152.3,661.3,491.0
2025-10-17,Margin Lending,1090.6,667.6,422.9
2025-10-17,Derivatives,425.6,260.4,165.2
2025-10-17,Advisory,169.2,60.3,108.9
2025-10-17,Bond/Fund Distribution,374.3,221.2,153.2
2025-10-18,Equity Brokerage,1205.6,505.3,700.3
2025-10-18,Margin Lending,890.9,451.8,439.2
2025-10-18,Derivatives,555.1,281.1,274.0
2025-10-18,Advisory,111.9,64.4,47.5
2025-10-18,Bond/Fund Distribution,341.4,110.3,231.0
2025-10-19,Equity Brokerage,1129.1,480.4,648.6
2025-10-19,Margin Lending,1200.1,631.9,568.1
2025-10-19,Derivatives,286.1,172.9,113.2
2025-10-19,Advisory,246.2,78.4,167.9
2025-10-19,Bond/Fund Distribution,251.8,137.8,114.0
2025-10-20,Equity Brokerage,1205.7,416.9,788.8
2025-10-20,Margin Lending,935.0,372.8,562.3
2025-10-20,Derivatives,370.2,165.1,205.1
2025-10-20,Advisory,20.0,10.0,10.0
2025-10-20,Bond/Fund Distribution,320.6,175.3,145.2
2025-10-21,Equity Brokerage,1187.1,654.0,533.0
2025-10-21,Margin Lending,880.9,421.7,459.1
2025-10-21,Derivatives,346.2,146.7,199.5
2025-10-21,Advisory,143.7,68.7,74.9
2025-10-21,Bond/Fund Distribution,339.4,139.9,199.5
2025-10-22,Equity Brokerage,1203.2,619.4,583.8
2025-10-22,Margin Lending,937.8,276.0,661.8
2025-10-22,Derivatives,320.3,116.9,203.4
2025-10-22,Advisory,161.7,87.2,74.5
2025-10-22,Bond/Fund Distribution,388.4,175.6,212.7
2025-10-23,Equity Brokerage,1193.9,702.8,491.1
2025-10-23,Margin Lending,914.4,423.9,490.5
2025-10-23,Derivatives,382.2,117.5,264.6
2025-10-23,Advisory,111.1,51.1,59.9
2025-10-23,Bond/Fund Distribution,382.6,187.1,195.6
2025-10-24,Equity Brokerage,1283.0,685.5,597.5
2025-10-24,Margin Lending,1001.8,512.9,488.9
2025-10-24,Derivatives,418.4,138.8,279.6
2025-10-24,Advisory,109.0,62.7,46.4
2025-10-24,Bond/Fund Distribution,412.9,224.9,188.0
2025-10-25,Equity Brokerage,1276.2,679.1,597.1
2025-10-25,Margin Lending,1028.8,409.2,619.6
2025-10-25,Derivatives,374.2,136.4,237.8
2025-10-25,Advisory,183.8,90.0,93.9
2025-10-25,Bond/Fund Distribution,434.8,123.5,311.3
2025-10-26,Equity Brokerage,1160.2,627.4,532.7
2025-10-26,Margin Lending,1059.1,466.8,592.3
2025-10-26,Derivatives,382.5,131.3,251.2
2025-10-26,Advisory,226.5,101.1,125.5
2025-10-26,Bond/Fund Distribution,336.2,171.3,164.9
2025-10-27,Equity Brokerage,1232.7,570.5,662.2
2025-10-27,Margin Lending,883.5,256.3,627.2
2025-10-27,Derivatives,398.8,178.3,220.4
2025-10-27,Advisory,111.7,46.3,65.3
2025-10-27,Bond/Fund Distribution,311.7,179.0,132.7
2025-10-28,Equity Brokerage,1184.0,397.9,786.1
2025-10-28,Margin Lending,928.4,458.4,469.9
2025-10-28,Derivatives,447.3,243.8,203.5
2025-10-28,Advisory,57.5,23.5,34.0
2025-10-28,Bond/Fund Distribution,351.9,111.9,240.1
2025-10-29,Equity Brokerage,1127.4,546.4,580.9
2025-10-29,Margin Lending,1116.7,647.6,469.1
2025-10-29,Derivatives,389.5,229.2,160.4
2025-10-29,Advisory,134.5,66.9,67.7
2025-10-29,Bond/Fund Distribution,269.2,148.9,120.3
2025-10-30,Equity Brokerage,1337.2,808.1,529.1
2025-10-30,Margin Lending,846.8,370.0,476.8
2025-10-30,Derivatives,319.6,124.6,195.0
2025-10-30,Advisory,271.6,161.2,110.4
2025-10-30,Bond/Fund Distribution,315.0,95.3,219.7
2025-10-31,Equity Brokerage,1145.7,425.7,720.0
2025-10-31,Margin Lending,858.2,289.3,568.9
2025-10-31,Derivatives,321.6,186.3,135.3
2025-10-31,Advisory,212.9,122.5,90.5
2025-10-31,Bond/Fund Distribution,264.8,143.7,121.0
2025-11-01,Equity Brokerage,1240.8,356.7,884.0
2025-11-01,Margin Lending,1137.2,348.8,788.4
2025-11-01,Derivatives,245.0,73.2,171.8
2025-11-01,Advisory,126.9,56.7,70.2
2025-11-01,Bond/Fund Distribution,324.5,165.6,158.9
2025-11-02,Equity Brokerage,1142.1,400.3,741.8
2025-11-02,Margin Lending,885.3,525.1,360.2
2025-11-02,Derivatives,249.5,123.2,126.4
2025-11-02,Advisory,259.1,121.3,137.8
2025-11-02,Bond/Fund Distribution,229.0,118.0,111.0
2025-11-03,Equity Brokerage,1178.6,363.8,814.8
2025-11-03,Margin Lending,895.3,482.6,412.7
2025-11-03,Derivatives,360.9,180.9,180.1
2025-11-03,Advisory,85.9,51.9,34.0
2025-11-03,Bond/Fund Distribution,246.4,108.6,137.8
2025-11-04,Equity Brokerage,1232.8,549.8,683.0
2025-11-04,Margin Lending,1011.1,607.1,404.0
2025-11-04,Derivatives,239.2,83.1,156.1
2025-11-04,Advisory,383.0,162.9,220.1
2025-11-04,Bond/Fund Distribution,129.7,74.3,55.3
2025-11-05,Equity Brokerage,1141.5,501.5,640.1
2025-11-05,Margin Lending,1071.8,529.7,542.1
2025-11-05,Derivatives,195.2,121.0,74.2
2025-11-05,Advisory,20.0,10.0,10.0
2025-11-05,Bond/Fund Distribution,406.3,210.9,195.4
