customer_id,branch,rm,aum_bil_vnd,monthly_trading_value_mil_vnd,margin_balance_bil_vnd,product_usage,last_active_date,lifecycle
C0593,Online,RM_06,0.52,109.46,0.2,Fund,2026-04-23,Active
C0594,Can Tho,RM_05,1.16,117.01,0.0,Bond,2026-04-21,VIP
C0595,Da Nang,RM_03,0.84,120.99,0.3,Advisory|Derivative,2026-03-28,Dormant
C0596,Hanoi HQ,RM_19,1.87,213.59,0.12,Fund|Margin,2026-04-27,Active
C0597,Da Nang,RM_09,0.28,171.12,0.01,Margin|Bond|Equity,2026-03-28,Dormant
C0598,Ho Chi Minh,RM_08,0.23,59.32,0.08,Margin|Bond,2026-04-26,Active
C0599,Da Nang,RM_27,0.82,32.76,0.21,Margin,2026-04-12,Active
C0600,Ho Chi Minh,RM_02,0.82,65.03,0.13,Advisory,2026-03-06,Active
C0601,Hanoi HQ,RM_25,3.56,122.21,0.78,Margin,2026-04-28,Active
C0602,Hanoi HQ,RM_25,0.91,56.9,0.31,Fund|Advisory|Margin,2026-04-15,Active
C0603,Ho Chi Minh,RM_20,0.03,137.83,0.01,Equity|Bond,2026-04-28,Active
C0604,Hanoi HQ,RM_13,0.81,145.96,0.03,Equity|Advisory,2026-04-20,Active
C0605,Hai Phong,RM_04,0.55,69.89,0.08,Fund|Advisory,2026-04-05,Active
C0606,Hai Phong,RM_16,0.26,103.89,0.05,Margin|Bond|Fund,2026-03-27,Active
C0607,Can Tho,RM_11,0.76,240.71,0.14,Equity|Fund|Advisory,2026-03-28,New
C0608,Ho Chi Minh,RM_08,0.13,40.78,0.03,Derivative|Margin|Equity,2026-04-15,Active
C0609,Hai Phong,RM_04,0.9,85.01,0.07,Equity,2026-04-20,Active
C0610,Da Nang,RM_21,0.66,181.03,0.08,Bond|Advisory|Derivative,2026-04-25,Active
C0611,Online,RM_06,3.02,75.42,0.46,Advisory|Equity,2026-04-16,Dormant
C0612,Ho Chi Minh,RM_14,0.27,221.69,0.1,Bond|Advisory|Equity,2026-04-20,Active
C0613,Ho Chi Minh,RM_26,0.68,156.0,0.28,Fund|Advisory,2026-04-16,New
C0614,Hai Phong,RM_22,0.5,140.38,0.03,Derivative|Margin|Advisory,2026-04-30,Active
C0615,Hanoi HQ,RM_19,0.45,51.93,0.08,Equity|Advisory,2026-04-05,New
C0616,Hai Phong,RM_04,0.38,173.46,0.14,Fund|Margin,2026-04-17,Active
C0617,Online,RM_18,0.67,79.42,0.3,Margin|Equity|Advisory,2026-04-27,Active
C0618,Can Tho,RM_11,1.64,118.0,0.01,Derivative,2026-04-07,VIP
C0619,Can Tho,RM_05,0.19,364.37,0.04,Equity,2026-04-25,Active
C0620,Hai Phong,RM_04,0.11,283.91,0.04,Bond|Equity|Derivative,2026-04-18,New
C0621,Online,RM_06,0.34,75.84,0.02,Equity|Derivative,2026-04-09,Active
C0622,Online,RM_12,0.76,348.37,0.09,Equity|Derivative,2026-04-04,Active
C0623,Ho Chi Minh,RM_08,0.25,118.35,0.05,Derivative,2026-04-23,Active
C0624,Da Nang,RM_15,0.22,17.75,0.08,Equity|Bond|Fund,2026-04-22,New
C0625,Online,RM_12,2.74,15.45,1.12,Equity|Derivative|Bond,2026-04-16,Active
C0626,Ho Chi Minh,RM_08,3.82,167.38,1.3,Derivative,2026-04-14,Active
C0627,Hanoi HQ,RM_07,0.44,39.51,0.0,Margin|Derivative|Advisory,2026-04-21,VIP
C0628,Hai Phong,RM_16,0.73,462.89,0.32,Fund,2026-04-29,Active
C0629,Hai Phong,RM_10,4.16,375.61,0.48,Margin|Derivative|Equity,2026-04-22,Active
C0630,Hanoi HQ,RM_01,0.29,249.95,0.07,Bond|Fund,2026-03-25,Active
C0631,Online,RM_18,0.64,168.08,0.25,Bond|Equity,2026-03-23,Active
C0632,Hanoi HQ,RM_07,3.34,109.44,0.57,Equity|Derivative|Bond,2026-04-20,Dormant
C0633,Hanoi HQ,RM_01,5.58,164.64,0.68,Bond,2026-04-25,New
C0634,Online,RM_06,0.88,1662.05,0.22,Advisory|Bond,2026-04-22,Active
C0635,Hai Phong,RM_10,0.99,849.96,0.23,Derivative|Bond|Margin,2026-04-25,Active
C0636,Hanoi HQ,RM_13,2.23,575.57,0.81,Fund|Margin|Equity,2026-03-30,Active
C0637,Da Nang,RM_27,1.1,66.89,0.22,Derivative,2026-04-20,Active
C0638,Hanoi HQ,RM_25,0.15,94.93,0.03,Derivative|Bond|Advisory,2026-04-20,Active
C0639,Hai Phong,RM_16,0.97,1084.79,0.31,Fund,2026-04-15,Active
C0640,Hanoi HQ,RM_25,1.6,165.37,0.53,Equity|Fund,2026-04-18,New
C0641,Can Tho,RM_17,1.63,545.13,0.1,Equity|Margin,2026-04-20,Dormant
C0642,Can Tho,RM_17,2.96,154.42,0.78,Bond|Margin|Fund,2026-03-03,New
C0643,Online,RM_12,0.41,65.88,0.02,Equity,2026-04-24,New
C0644,Online,RM_06,0.3,148.14,0.1,Bond,2026-04-22,Dormant
C0645,Online,RM_24,0.32,117.36,0.09,Fund|Derivative|Advisory,2026-04-11,Active
C0646,Hai Phong,RM_22,0.79,75.04,0.19,Advisory,2026-02-27,New
C0647,Hai Phong,RM_22,1.35,88.21,0.12,Advisory|Derivative|Equity,2026-04-13,Active
C0648,Online,RM_30,0.34,128.94,0.14,Derivative|Equity|Fund,2026-04-04,Active
C0649,Da Nang,RM_15,0.75,290.22,0.04,Fund,2026-04-17,Active
C0650,Da Nang,RM_15,0.7,25.53,0.3,Bond|Margin|Derivative,2026-04-22,Active
C0651,Can Tho,RM_23,0.52,42.68,0.01,Advisory,2026-04-26,New
C0652,Online,RM_12,0.2,339.63,0.05,Fund|Advisory|Equity,2026-04-25,New
C0653,Can Tho,RM_11,0.15,126.44,0.06,Advisory|Fund|Derivative,2026-04-07,Active
C0654,Ho Chi Minh,RM_02,0.79,154.34,0.32,Bond|Fund|Margin,2026-04-07,Dormant
C0655,Online,RM_24,0.24,56.45,0.1,Fund|Equity|Margin,2026-03-25,Active
C0656,Online,RM_06,0.7,17.36,0.03,Fund|Equity|Bond,2026-04-16,Active
C0657,Can Tho,RM_05,0.66,121.77,0.23,Bond|Margin|Advisory,2026-04-08,Active
C0658,Hai Phong,RM_22,0.16,741.35,0.05,Bond|Advisory,2026-04-27,Active
C0659,Ho Chi Minh,RM_26,0.64,121.72,0.02,Margin,2026-03-23,Active
C0660,Ho Chi Minh,RM_02,0.5,151.36,0.15,Bond|Fund|Margin,2026-04-21,Active
C0661,Ho Chi Minh,RM_14,0.3,22.42,0.11,Margin|Bond|Equity,2026-04-06,Active
C0662,Can Tho,RM_17,1.4,130.01,0.13,Equity|Fund,2026-04-17,Dormant
C0663,Can Tho,RM_11,0.4,139.83,0.12,Advisory,2026-04-17,Active
C0664,Hai Phong,RM_16,6.17,175.02,2.17,Bond|Equity,2026-04-04,Active
C0665,Online,RM_18,0.35,748.6,0.02,Bond|Derivative,2026-04-11,Active
C0666,Can Tho,RM_29,0.65,47.36,0.22,Margin|Equity|Derivative,2026-04-02,Active
C0667,Ho Chi Minh,RM_20,0.31,232.69,0.13,Bond|Derivative|Equity,2026-04-20,Active
C0668,Ho Chi Minh,RM_20,0.16,68.76,0.02,Derivative|Bond|Advisory,2026-04-28,Active
C0669,Ho Chi Minh,RM_20,0.38,352.56,0.01,Derivative|Bond,2026-03-13,Active
C0670,Online,RM_24,0.94,458.95,0.26,Equity|Bond,2026-04-17,Dormant
C0671,Can Tho,RM_11,0.48,283.21,0.15,Advisory|Derivative|Bond,2026-04-30,New
C0672,Da Nang,RM_27,0.5,505.89,0.06,Derivative|Advisory,2026-04-24,Active
C0673,Can Tho,RM_17,3.49,197.72,0.6,Bond|Margin,2026-04-24,Active
C0674,Hai Phong,RM_04,0.36,33.22,0.08,Derivative|Equity,2026-04-20,Active
C0675,Hai Phong,RM_16,0.16,81.7,0.02,Advisory,2026-04-04,New
C0676,Online,RM_30,0.75,81.94,0.29,Advisory|Fund,2026-04-19,Active
C0677,Hanoi HQ,RM_13,0.86,41.38,0.33,Advisory,2026-04-19,VIP
C0678,Can Tho,RM_05,1.16,17.51,0.16,Advisory|Margin|Derivative,2026-04-29,Active
C0679,Da Nang,RM_09,0.26,40.88,0.02,Bond|Fund|Derivative,2026-04-27,VIP
C0680,Hai Phong,RM_04,0.17,254.69,0.02,Equity|Margin,2026-04-18,Active
C0681,Can Tho,RM_05,0.94,116.42,0.02,Fund|Margin|Advisory,2026-04-23,Dormant
C0682,Da Nang,RM_09,0.1,578.02,0.01,Margin,2026-04-28,Active
C0683,Can Tho,RM_23,0.39,86.71,0.09,Derivative|Equity|Bond,2026-04-29,Active
C0684,Can Tho,RM_17,0.44,686.99,0.07,Fund,2026-04-24,Active
C0685,Hai Phong,RM_04,1.5,127.73,0.4,Equity|Derivative,2026-04-01,Active
C0686,Ho Chi Minh,RM_02,0.74,54.68,0.04,Equity|Bond,2026-03-03,Active
C0687,Hanoi HQ,RM_19,2.79,22.66,0.2,Derivative,2026-02-28,New
C0688,Da Nang,RM_09,1.87,70.95,0.26,Equity|Derivative,2026-04-18,Active
C0689,Hanoi HQ,RM_19,2.16,23.58,0.27,Derivative|Advisory|Fund,2026-03-18,Active
C0690,Hai Phong,RM_04,0.31,21.18,0.02,Margin,2026-04-15,Active
C0691,Ho Chi Minh,RM_02,0.59,409.48,0.05,Margin|Bond,2026-04-27,New
C0692,Hai Phong,RM_04,1.43,112.83,0.6,Fund,2026-04-26,Active
C0693,Can Tho,RM_29,0.61,246.16,0.13,Equity|Bond,2026-03-21,Active
C0694,Can Tho,RM_29,0.19,286.34,0.0,Fund,2026-04-26,Active
C0695,Can Tho,RM_05,0.21,639.09,0.07,Margin|Equity,2026-04-10,Dormant
C0696,Hai Phong,RM_28,0.47,135.16,0.08,Fund,2026-04-12,Active
C0697,Online,RM_24,0.7,247.18,0.1,Fund|Bond,2026-04-04,Active
C0698,Hai Phong,RM_16,0.79,62.72,0.27,Fund,2026-04-28,Active
C0699,Ho Chi Minh,RM_08,0.67,44.54,0.27,Fund|Advisory|Margin,2026-04-12,Active
C0700,Hai Phong,RM_22,1.23,105.21,0.35,Bond|Fund,2026-04-24,Active
C0701,Ho Chi Minh,RM_20,0.83,52.06,0.24,Advisory|Bond|Margin,2026-03-27,New
C0702,Ho Chi Minh,RM_02,4.4,129.35,0.7,Fund,2026-04-23,Dormant
C0703,Can Tho,RM_29,0.33,50.48,0.01,Fund|Advisory,2026-03-14,Dormant
C0704,Hanoi HQ,RM_01,1.2,238.34,0.19,Advisory|Bond|Equity,2026-04-22,New
C0705,Da Nang,RM_09,0.31,61.05,0.07,Equity,2026-03-25,Active
C0706,Online,RM_06,0.3,399.98,0.12,Equity|Advisory|Margin,2026-04-09,Active
C0707,Hai Phong,RM_04,1.54,27.4,0.32,Advisory|Bond,2026-03-26,Active
C0708,Online,RM_12,0.85,2101.32,0.01,Derivative|Margin|Advisory,2026-03-13,Active
C0709,Hanoi HQ,RM_25,2.54,96.01,0.35,Bond,2026-04-19,Active
C0710,Hanoi HQ,RM_01,0.28,9.38,0.0,Equity|Advisory,2026-04-24,Active
C0711,Da Nang,RM_03,0.52,121.56,0.0,Fund,2026-02-25,Dormant
C0712,Ho Chi Minh,RM_26,0.31,456.3,0.11,Derivative|Margin,2026-04-20,Active
C0713,Hai Phong,RM_22,0.42,90.48,0.02,Derivative,2026-03-15,Dormant
C0714,Online,RM_18,0.2,315.77,0.09,Advisory|Equity,2026-04-24,Active
C0715,Da Nang,RM_09,1.18,83.65,0.22,Derivative|Equity|Fund,2026-04-08,Active
C0716,Online,RM_24,0.24,31.76,0.0,Equity|Bond|Margin,2026-04-09,Active
C0717,Ho Chi Minh,RM_26,0.33,115.43,0.04,Equity|Bond|Fund,2026-04-23,Active
C0718,Hai Phong,RM_22,1.34,185.38,0.38,Advisory,2026-04-11,Active
C0719,Ho Chi Minh,RM_20,0.82,70.72,0.23,Margin|Fund,2026-03-22,Active
C0720,Da Nang,RM_21,0.53,217.38,0.19,Bond|Margin|Derivative,2026-04-17,Active
C0721,Ho Chi Minh,RM_26,0.72,412.04,0.14,Derivative,2026-04-14,Dormant
C0722,Hanoi HQ,RM_19,2.87,57.16,0.13,Bond|Equity,2026-04-19,Active
C0723,Online,RM_12,0.48,49.79,0.11,Bond|Advisory|Fund,2026-04-19,Active
C0724,Da Nang,RM_03,0.98,72.91,0.33,Margin|Advisory|Bond,2026-04-01,Dormant
C0725,Online,RM_18,1.59,530.73,0.63,Fund,2026-04-29,Active
C0726,Hanoi HQ,RM_19,2.54,69.2,0.52,Margin,2026-04-27,New
C0727,Can Tho,RM_17,0.49,52.71,0.2,Derivative,2026-02-25,Active
C0728,Hai Phong,RM_16,1.33,82.61,0.22,Fund|Derivative,2026-04-28,Dormant
C0729,Hai Phong,RM_16,0.79,38.27,0.1,Advisory|Bond|Derivative,2026-04-30,Dormant
C0730,Online,RM_18,0.87,240.22,0.16,Advisory|Bond|Fund,2026-04-25,Active
C0731,Hanoi HQ,RM_01,0.46,31.44,0.1,Equity,2026-04-23,New
C0732,Hai Phong,RM_16,0.89,64.55,0.17,Fund,2026-04-05,Dormant
C0733,Can Tho,RM_05,0.74,23.86,0.18,Bond|Derivative|Margin,2026-04-24,New
C0734,Hanoi HQ,RM_01,0.69,30.82,0.11,Margin,2026-04-12,New
C0735,Ho Chi Minh,RM_20,1.73,40.29,0.37,Fund,2026-04-21,Active
C0736,Ho Chi Minh,RM_20,0.81,84.25,0.16,Bond|Advisory,2026-03-08,Active
C0737,Online,RM_30,1.31,276.48,0.39,Margin|Fund,2026-04-26,New
C0738,Da Nang,RM_21,1.69,29.44,0.41,Fund|Margin,2026-03-10,Active
C0739,Online,RM_06,4.61,89.71,1.95,Advisory,2026-04-23,New
C0740,Hanoi HQ,RM_19,0.97,92.06,0.31,Bond|Fund|Advisory,2026-04-20,Active
C0741,Hanoi HQ,RM_13,0.27,124.5,0.09,Derivative|Bond|Fund,2026-04-17,New
C0742,Da Nang,RM_03,0.19,53.88,0.06,Fund|Derivative,2026-04-10,Active
C0743,Can Tho,RM_11,1.27,85.0,0.01,Advisory|Margin|Bond,2026-04-23,Active
C0744,Da Nang,RM_27,1.84,23.83,0.12,Equity|Margin,2026-04-19,Active
C0745,Online,RM_24,1.04,32.08,0.2,Advisory,2026-04-20,Active
C0746,Can Tho,RM_29,0.59,99.94,0.16,Margin|Equity,2026-04-20,Active
C0747,Can Tho,RM_17,1.01,243.49,0.1,Margin|Derivative,2026-04-27,Active
C0748,Can Tho,RM_29,0.81,142.68,0.16,Margin,2026-04-05,Active
C0749,Da Nang,RM_21,0.47,200.5,0.19,Margin|Fund,2026-04-19,Active
C0750,Hanoi HQ,RM_01,0.67,148.56,0.3,Fund,2026-03-28,Dormant
C0751,Online,RM_12,2.38,674.42,0.36,Fund|Bond,2026-03-31,New
C0752,Hanoi HQ,RM_13,0.1,56.95,0.01,Bond|Fund|Margin,2026-04-20,Dormant
C0753,Online,RM_24,2.55,187.01,0.13,Derivative,2026-04-21,Active
C0754,Can Tho,RM_17,1.38,35.71,0.34,Advisory,2026-03-29,Dormant
C0755,Hai Phong,RM_04,1.21,83.42,0.3,Equity,2026-04-27,Active
C0756,Hai Phong,RM_10,1.53,56.74,0.04,Equity,2026-04-22,Active
C0757,Ho Chi Minh,RM_02,2.51,1392.89,0.72,Fund|Margin|Advisory,2026-04-25,Active
C0758,Da Nang,RM_21,0.4,431.38,0.07,Advisory,2026-04-21,VIP
C0759,Hai Phong,RM_10,0.69,219.37,0.07,Fund|Advisory|Equity,2026-03-10,Active
C0760,Hanoi HQ,RM_25,0.75,26.35,0.18,Margin|Equity,2026-04-01,Active
C0761,Can Tho,RM_29,0.65,78.92,0.16,Margin|Derivative,2026-04-28,Dormant
C0762,Ho Chi Minh,RM_20,0.34,549.73,0.11,Bond|Margin|Derivative,2026-04-10,Active
C0763,Can Tho,RM_29,0.33,125.15,0.03,Fund|Bond|Derivative,2026-03-29,Dormant
C0764,Ho Chi Minh,RM_08,1.85,31.16,0.15,Fund,2026-04-15,Active
C0765,Da Nang,RM_15,0.24,59.77,0.03,Derivative,2026-04-27,New
C0766,Can Tho,RM_05,0.68,195.52,0.26,Derivative,2026-04-15,Active
C0767,Online,RM_12,0.54,36.6,0.03,Fund,2026-04-15,Active
C0768,Can Tho,RM_23,0.85,37.39,0.34,Fund,2026-02-24,Active
C0769,Hai Phong,RM_22,0.39,38.8,0.1,Margin,2026-04-29,Active
C0770,Hai Phong,RM_04,1.0,63.57,0.07,Bond|Fund|Margin,2026-03-27,Active
C0771,Hanoi HQ,RM_19,2.87,367.43,1.12,Equity,2026-04-23,Active
C0772,Can Tho,RM_29,0.26,43.81,0.11,Equity|Fund|Advisory,2026-04-27,Active
C0773,Can Tho,RM_17,3.11,289.75,0.8,Margin|Equity|Derivative,2026-04-06,Active
C0774,Can Tho,RM_11,3.99,51.24,0.62,Fund,2026-04-25,Active
C0775,Hai Phong,RM_04,0.4,405.05,0.0,Bond|Fund|Margin,2026-04-19,Active
C0776,Hai Phong,RM_22,0.39,135.76,0.03,Fund|Margin,2026-04-09,Active
C0777,Hanoi HQ,RM_01,0.62,45.89,0.26,Derivative|Margin,2026-04-16,Active
C0778,Online,RM_06,1.47,2481.93,0.48,Derivative,2026-04-15,Active
C0779,Ho Chi Minh,RM_20,0.3,385.54,0.09,Advisory,2026-04-27,Active
C0780,Ho Chi Minh,RM_14,1.26,81.94,0.5,Margin|Advisory|Equity,2026-04-27,VIP
C0781,Online,RM_18,0.32,24.14,0.01,Fund|Bond,2026-04-08,Active
C0782,Ho Chi Minh,RM_26,1.54,48.85,0.44,Equity,2026-04-06,Active
C0783,Online,RM_12,0.09,101.9,0.04,Derivative,2026-04-30,Active
C0784,Da Nang,RM_27,0.33,45.91,0.01,Advisory,2026-04-28,VIP
C0785,Hai Phong,RM_28,0.47,242.23,0.0,Derivative,2026-04-26,Active
C0786,Can Tho,RM_05,4.35,472.65,1.28,Fund|Derivative|Bond,2026-04-29,Active
C0787,Da Nang,RM_21,0.56,28.6,0.1,Margin|Equity,2026-04-21,Active
C0788,Hai Phong,RM_22,0.29,642.05,0.11,Equity|Fund,2026-04-15,Dormant
C0789,Hanoi HQ,RM_19,0.2,271.59,0.08,Derivative,2026-04-18,Active
C0790,Can Tho,RM_11,0.17,368.43,0.07,Derivative|Advisory,2026-04-27,Active
C0791,Hanoi HQ,RM_07,7.16,933.27,2.11,Advisory,2026-04-22,Active
C0792,Da Nang,RM_03,0.45,28.49,0.06,Advisory,2026-04-21,Active
C0793,Da Nang,RM_03,1.15,285.29,0.25,Advisory|Derivative|Fund,2026-04-25,Active
C0794,Online,RM_12,0.66,94.95,0.09,Margin|Equity|Fund,2026-04-01,Active
C0795,Can Tho,RM_17,1.6,34.95,0.09,Advisory|Derivative,2026-04-28,Active
C0796,Can Tho,RM_17,1.4,73.22,0.54,Margin,2026-04-04,VIP
C0797,Da Nang,RM_15,0.41,80.71,0.09,Advisory|Bond,2026-04-15,Active
C0798,Online,RM_12,1.36,406.41,0.21,Equity|Fund,2026-04-27,Active
C0799,Hai Phong,RM_28,1.17,595.93,0.14,Advisory,2026-02-17,New
C0800,Ho Chi Minh,RM_26,0.59,81.7,0.01,Margin|Bond|Fund,2026-04-30,New
C0801,Hanoi HQ,RM_13,0.29,242.15,0.03,Fund|Margin,2026-04-10,Active
C0802,Da Nang,RM_09,1.28,158.76,0.35,Equity|Advisory,2026-04-16,Active
C0803,Online,RM_18,0.98,65.28,0.3,Bond|Margin,2026-04-29,Active
C0804,Da Nang,RM_27,0.85,75.94,0.32,Bond|Derivative,2026-04-21,Active
C0805,Da Nang,RM_03,1.87,17.55,0.38,Bond|Margin,2026-04-06,Dormant
C0806,Can Tho,RM_11,2.7,26.86,0.3,Equity|Fund|Advisory,2026-04-28,Active
C0807,Online,RM_12,0.68,58.47,0.29,Advisory|Bond|Derivative,2026-03-22,Active
C0808,Hanoi HQ,RM_01,0.63,99.77,0.27,Derivative,2026-04-09,Active
C0809,Hanoi HQ,RM_25,1.7,76.24,0.09,Advisory|Margin|Fund,2026-04-20,Active
C0810,Can Tho,RM_17,0.43,222.47,0.05,Derivative,2026-04-28,Active
C0811,Ho Chi Minh,RM_26,2.91,854.55,0.48,Advisory|Margin|Derivative,2026-04-19,New
C0812,Hai Phong,RM_16,3.15,7.56,0.59,Bond|Equity,2026-03-27,VIP
C0813,Can Tho,RM_11,1.31,90.22,0.24,Advisory|Derivative|Margin,2026-04-06,Active
C0814,Hanoi HQ,RM_25,0.2,193.84,0.05,Bond,2026-04-06,New
C0815,Ho Chi Minh,RM_14,0.15,57.59,0.05,Derivative|Fund,2026-04-26,New
C0816,Da Nang,RM_09,0.7,105.55,0.03,Advisory,2026-04-25,Active
C0817,Online,RM_06,0.67,167.6,0.2,Advisory,2026-04-29,Dormant
C0818,Can Tho,RM_29,1.9,532.48,0.32,Margin|Equity,2026-03-07,Active
C0819,Da Nang,RM_27,2.66,139.2,0.12,Equity|Derivative|Advisory,2026-03-10,Active
C0820,Ho Chi Minh,RM_14,0.58,39.11,0.13,Fund|Equity|Derivative,2026-04-22,Active
C0821,Hai Phong,RM_04,0.24,222.29,0.03,Margin,2026-04-11,Active
C0822,Online,RM_24,0.47,62.15,0.2,Bond|Advisory,2026-04-17,Active
C0823,Can Tho,RM_17,2.52,54.1,0.66,Fund|Margin|Equity,2026-04-09,New
C0824,Hai Phong,RM_10,0.22,291.35,0.01,Advisory|Derivative,2026-04-29,Active
C0825,Can Tho,RM_17,0.32,88.42,0.1,Bond,2026-02-20,Active
C0826,Hanoi HQ,RM_13,0.54,274.03,0.14,Equity|Fund|Derivative,2026-04-22,Active
C0827,Hanoi HQ,RM_25,0.35,83.44,0.07,Bond|Equity,2026-04-25,Active
C0828,Online,RM_18,2.52,310.87,0.51,Margin|Fund|Bond,2026-04-10,Active
C0829,Can Tho,RM_23,2.1,90.07,0.24,Equity,2026-02-18,Active
C0830,Hai Phong,RM_10,0.21,573.4,0.06,Fund|Advisory,2026-04-09,Dormant
C0831,Hai Phong,RM_04,0.77,776.63,0.15,Advisory,2026-04-21,Dormant
C0832,Hanoi HQ,RM_07,1.24,222.39,0.07,Advisory|Margin,2026-03-19,Active
C0833,Hai Phong,RM_04,1.29,198.45,0.36,Fund|Advisory,2026-04-12,Active
C0834,Hai Phong,RM_22,0.43,69.65,0.06,Derivative|Equity|Fund,2026-04-21,Dormant
C0835,Da Nang,RM_03,0.15,48.66,0.06,Derivative|Margin|Equity,2026-04-06,Active
C0836,Da Nang,RM_09,0.35,107.58,0.13,Advisory,2026-04-28,Active
C0837,Can Tho,RM_29,1.45,112.09,0.32,Advisory,2026-04-19,New
C0838,Ho Chi Minh,RM_26,6.17,71.36,2.3,Bond,2026-04-30,Active
C0839,Da Nang,RM_21,6.36,9.45,2.86,Equity|Bond,2026-03-28,Active
C0840,Hai Phong,RM_28,0.62,402.73,0.02,Fund|Derivative|Margin,2026-04-19,Active
C0841,Ho Chi Minh,RM_02,0.44,61.31,0.11,Margin|Equity,2026-04-21,Dormant
C0842,Online,RM_30,4.79,255.54,1.51,Fund|Equity|Bond,2026-04-24,Active
C0843,Da Nang,RM_09,0.82,56.05,0.13,Bond|Equity|Fund,2026-04-25,Active
C0844,Ho Chi Minh,RM_26,2.05,72.9,0.79,Advisory|Margin,2026-04-21,Active
C0845,Can Tho,RM_23,0.52,262.05,0.04,Bond,2026-04-06,Active
C0846,Ho Chi Minh,RM_26,0.36,81.27,0.16,Advisory,2026-04-24,Active
C0847,Hai Phong,RM_28,0.53,20.68,0.01,Margin|Derivative|Fund,2026-04-12,Active
C0848,Hai Phong,RM_10,1.26,42.7,0.32,Advisory|Derivative,2026-03-26,Active
C0849,Hanoi HQ,RM_19,1.39,108.89,0.09,Margin|Fund|Advisory,2026-04-12,Active
C0850,Hai Phong,RM_22,0.48,20.84,0.11,Bond|Derivative,2026-04-24,Dormant
C0851,Can Tho,RM_29,0.94,1095.66,0.33,Bond,2026-04-27,Dormant
C0852,Hanoi HQ,RM_13,0.79,128.82,0.34,Derivative,2026-03-25,Active
C0853,Da Nang,RM_09,0.85,388.55,0.23,Fund|Equity,2026-03-14,New
C0854,Hai Phong,RM_28,0.57,199.85,0.05,Advisory|Bond|Equity,2026-04-12,Active
C0855,Da Nang,RM_03,2.38,101.79,0.48,Fund,2026-04-21,Active
C0856,Da Nang,RM_21,1.5,155.96,0.01,Advisory,2026-04-16,Active
C0857,Hai Phong,RM_04,2.05,214.35,0.12,Derivative|Equity|Margin,2026-03-26,Active
C0858,Online,RM_12,0.41,97.36,0.03,Advisory|Equity|Derivative,2026-02-01,Active
C0859,Ho Chi Minh,RM_20,0.97,269.88,0.38,Advisory|Bond|Equity,2026-04-19,Active
C0860,Da Nang,RM_09,0.67,231.92,0.05,Advisory|Fund,2026-04-27,Active
C0861,Online,RM_12,0.44,98.2,0.05,Margin,2026-04-04,Dormant
C0862,Da Nang,RM_09,0.87,569.36,0.12,Margin|Advisory,2026-04-28,Dormant
C0863,Hanoi HQ,RM_01,0.97,11.2,0.29,Bond|Derivative|Equity,2026-04-21,Active
C0864,Da Nang,RM_27,1.5,28.61,0.59,Bond,2026-04-21,Active
C0865,Ho Chi Minh,RM_08,6.67,145.37,0.31,Equity,2026-03-28,Active
C0866,Hai Phong,RM_28,0.46,20.62,0.1,Fund,2026-04-26,Active
C0867,Hanoi HQ,RM_19,6.86,44.08,1.87,Margin,2026-03-30,Active
C0868,Online,RM_24,0.31,104.09,0.1,Equity|Derivative|Advisory,2026-04-26,Active
C0869,Can Tho,RM_29,1.88,113.16,0.33,Fund|Equity,2026-03-06,Dormant
C0870,Hanoi HQ,RM_19,5.31,899.44,1.69,Equity|Derivative|Advisory,2026-04-27,Active
C0871,Can Tho,RM_23,0.31,75.12,0.1,Margin,2026-04-17,Dormant
C0872,Can Tho,RM_17,1.83,17.06,0.26,Derivative,2026-04-29,Active
C0873,Ho Chi Minh,RM_02,0.73,85.3,0.2,Derivative|Bond|Margin,2026-03-02,Active
C0874,Hanoi HQ,RM_25,2.58,275.66,1.05,Derivative|Margin,2026-03-26,Active
C0875,Ho Chi Minh,RM_02,0.32,911.9,0.13,Bond,2026-03-28,Active
C0876,Can Tho,RM_17,2.3,380.62,0.75,Derivative|Bond|Margin,2026-03-10,Active
C0877,Da Nang,RM_27,0.31,303.21,0.06,Derivative|Bond|Equity,2026-04-22,New
C0878,Da Nang,RM_21,0.33,69.09,0.04,Advisory,2026-04-26,Active
C0879,Can Tho,RM_05,0.21,196.23,0.02,Equity|Fund|Derivative,2026-04-27,Active
C0880,Hai Phong,RM_22,0.49,118.75,0.15,Advisory,2026-04-17,Active
C0881,Hanoi HQ,RM_13,0.95,18.8,0.39,Equity|Margin|Bond,2026-03-28,Active
C0882,Ho Chi Minh,RM_26,0.52,63.31,0.18,Derivative|Bond,2026-04-23,Active
C0883,Da Nang,RM_15,0.44,3.01,0.15,Advisory|Bond,2026-04-29,Active
C0884,Ho Chi Minh,RM_20,0.02,129.96,0.0,Equity|Bond,2026-04-04,Dormant
C0885,Hai Phong,RM_22,0.81,22.76,0.06,Advisory|Margin|Derivative,2026-04-11,New
C0886,Da Nang,RM_15,1.98,15.34,0.31,Equity|Derivative,2026-04-29,Active
C0887,Online,RM_06,0.96,424.5,0.03,Derivative|Fund,2026-04-11,Active
C0888,Hanoi HQ,RM_13,1.56,141.78,0.03,Advisory|Bond,2026-04-15,Active
C0889,Can Tho,RM_05,0.88,216.09,0.17,Margin,2026-04-30,Dormant
C0890,Ho Chi Minh,RM_14,0.54,78.56,0.02,Equity,2026-04-15,Active
